CustomerID,Gender,Age,Region,ProductCategory,PurchaseAmount,LoyaltyLevel,PaymentMethod,Returned,SatisfactionScore,Extra_0,Extra_1
CUST1105,Female,18,East,Home,970.38,Platinum,Card,0,9,0.2708365158339546,-0.4778523960351749
CUST1106,Female,35,West,Home,71.94,Gold,Online,0,5,0.43347283164237227,-1.1227366253686797
CUST1107,Female,49,East,Clothing,1144.05,Silver,Online,0,2,-0.508562253275681,1.9757358680726422
CUST1108,Female,64,Central,Groceries,1420.23,Gold,Online,0,3,-0.48398711628087887,-1.0837353699401662
CUST1109,Male,66,South,Electronics,512.95,Gold,Card,0,9,0.12366149515126128,0.006964223441937532
CUST1110,Female,28,North,Sports,778.27,Gold,Card,1,7,-1.496014557149427,-0.8028080349487572
CUST1111,Male,38,West,Home,571.47,Silver,Online,0,2,0.9594405320830891,0.29703947087987503
CUST1112,Female,43,West,Sports,15.03,Gold,Cash,0,9,1.2853852790142708,-1.2743851344689174
CUST1113,Female,42,East,Beauty,581.88,Gold,Online,0,4,-0.6255806376880398,0.8403568239355511
CUST1114,Male,39,West,Clothing,1188.62,Silver,Online,0,9,-0.3984361593487791,2.0361561863588413
CUST1115,Female,44,Central,Sports,896.0,Gold,Online,0,2,1.2433122248451696,-0.8395392371006698
CUST1116,Male,66,Central,Clothing,156.38,Silver,Online,0,10,-0.12305159098989943,1.2169688626813207
CUST1117,Female,30,East,Sports,1271.47,Platinum,Card,0,4,0.5882454459516296,-0.38187934439569
CUST1118,Female,50,Central,Electronics,798.97,Platinum,Cash,0,5,-0.09230539380077397,1.5057911210760857
CUST1119,Male,51,South,Electronics,1263.38,Platinum,Online,1,2,1.5563073884802743,2.188498986095991
CUST1120,Female,58,East,Electronics,872.43,Gold,Cash,0,10,0.49007962825149565,-0.23370501170845875
CUST1121,Male,52,South,Electronics,841.73,Bronze,Cash,0,1,0.5476557719191922,-1.5202660808946518
CUST1122,Female,18,North,Electronics,162.36,Bronze,Cash,0,7,0.5663065387335868,0.9480843874360897
CUST1123,Male,38,South,Electronics,255.2,Gold,Online,0,10,-0.5551137363277123,0.22441720794411618
CUST1124,Male,65,North,Clothing,1458.18,Bronze,Card,0,1,-0.4632391369225352,0.5017911677776411
CUST1125,Female,23,North,Home,346.59,Silver,Online,0,8,0.7692456395599749,-0.3398450418443653
CUST1126,Female,45,South,Sports,1466.29,Bronze,Cash,0,3,0.12641282943361754,-0.8844928186606991
CUST1127,Male,34,East,Electronics,800.21,Gold,Cash,0,10,-1.177611007811773,1.1603481809669742
CUST1128,Female,22,Central,Clothing,208.0,Gold,Card,0,6,1.8731044246247803,0.31978999455603274
CUST1129,Female,48,Central,Clothing,153.46,Silver,Online,0,7,0.9780718672970998,-1.4435570341837254
CUST1130,Female,22,North,Clothing,317.25,Platinum,Cash,0,10,0.03762632384501897,0.6868752232028936
CUST1131,Male,55,North,Home,1388.83,Gold,Card,0,1,-0.27350098179996507,0.4861685979665005
CUST1132,Male,20,East,Sports,624.15,Silver,Cash,0,6,0.19867585753008277,-0.3252989243235641
CUST1133,Male,40,West,Home,596.17,Bronze,Card,0,7,0.5175200991574272,1.619813234242322
CUST1134,Male,54,South,Groceries,473.24,Bronze,Card,0,6,-2.0330007356700475,-0.6181731623472644
CUST1135,Male,54,North,Clothing,224.86,Silver,Online,0,4,2.1123497094857537,-0.16898649815484168
CUST1136,Male,27,Central,Groceries,734.34,Silver,Cash,0,1,-0.7898843091669199,0.7686480879681981
CUST1137,Male,27,East,Beauty,199.42,Gold,Online,0,9,-0.0019056329887571601,0.0767629503307216
CUST1138,Male,36,South,Electronics,1254.04,Bronze,Cash,0,4,0.03486688277914605,-1.3844231543584364
CUST1139,Male,34,East,Electronics,558.74,Silver,Online,0,7,1.9968502186888513,0.18379937299342966
CUST1140,Female,38,South,Home,565.33,Bronze,Cash,0,7,-0.08812384100669465,-0.4143897919652327
CUST1141,Male,31,South,Sports,713.64,Silver,Online,0,2,1.5885072943536291,0.8569962449162634
CUST1142,Female,26,North,Groceries,668.97,Bronze,Card,0,1,0.40672746946111393,0.15121834399513978
CUST1143,Female,63,East,Sports,1492.31,Platinum,Cash,0,8,-0.9618848622059493,0.09450765304739081
CUST1144,Female,18,East,Home,820.34,Gold,Cash,0,8,0.13470746810280448,-1.0482511637190517
CUST1145,Male,68,Central,Electronics,136.86,Bronze,Card,1,7,-0.11850872171491235,-0.2300253079140055
CUST1146,Male,62,Central,Sports,912.28,Platinum,Online,0,8,-1.084070484904229,0.9701010940126534
CUST1147,Male,30,North,Sports,231.62,Bronze,Cash,0,3,0.35772276947224163,-0.776536344541371
CUST1148,Male,21,North,Electronics,51.25,Bronze,Cash,0,2,0.022102749849855868,-0.03255022308771416
CUST1149,Female,18,West,Groceries,1456.26,Platinum,Online,0,7,0.5564217054585403,-0.9364460516490096
CUST1150,Male,66,Central,Electronics,1161.44,Bronze,Card,0,8,0.19335277959831482,-1.1838426410516691
CUST1151,Male,57,South,Sports,1470.26,Bronze,Online,0,1,-0.6511028970140703,-0.08485904498935258
CUST1152,Male,49,East,Groceries,719.43,Gold,Online,0,10,0.7683339922903146,0.17380116487733835
CUST1153,Male,51,North,Groceries,800.73,Platinum,Online,0,9,-0.624398280253579,1.9938629392325948
CUST1154,Male,45,East,Electronics,256.66,Platinum,Cash,1,4,-3.099670522783271,-0.455460383846209
CUST1155,Female,48,East,Sports,374.13,Silver,Card,0,4,0.12865294795421686,-0.050169267633882464
CUST1156,Male,25,West,Home,1258.63,Bronze,Card,0,3,-0.5540737272339897,-1.2500735179709248
CUST1157,Female,56,Central,Sports,537.5,Gold,Online,0,6,0.38213050439663476,0.6122400149069139
CUST1158,Male,43,North,Clothing,1241.09,Bronze,Cash,1,1,1.9988717359397143,0.3980947793532806
CUST1159,Female,51,East,Beauty,1064.98,Bronze,Online,0,6,2.027739693148058,1.4883946776914283
CUST1160,Male,20,North,Home,269.87,Silver,Cash,0,2,-0.16512292222183975,1.1116221515087088
CUST1161,Male,67,South,Groceries,763.63,Bronze,Cash,1,9,-0.8265151712460557,0.35140666884228294
CUST1162,Female,29,West,Home,1017.69,Gold,Cash,0,2,0.584683281917922,-0.47007149958870037
CUST1163,Female,18,South,Groceries,356.38,Gold,Cash,0,7,-0.37022559186635445,0.2046684378900604
CUST1164,Female,61,North,Groceries,1246.88,Silver,Card,0,1,0.39177652234694255,-0.11101346213176101
CUST1165,Male,22,North,Home,819.52,Bronze,Cash,0,7,-0.6608607622268543,0.9533975332379796
CUST1166,Female,47,Central,Groceries,252.04,Gold,Cash,0,5,0.2506924160227523,0.8262314899624682
CUST1167,Male,47,East,Groceries,876.56,Bronze,Online,0,8,-0.8119741522934762,-0.2964154436547553
CUST1168,Male,34,East,Clothing,1499.57,Bronze,Online,1,4,1.1842534160314664,-1.4619937798268778
CUST1169,Female,65,South,Sports,230.03,Bronze,Card,1,10,-0.5899776907526124,1.3333873002204246
CUST1170,Female,64,West,Sports,1226.05,Silver,Online,0,7,0.6611025357349691,0.581873956823205
CUST1171,Male,40,East,Beauty,314.93,Bronze,Cash,0,6,-1.264767283185519,-0.319490070572669
CUST1172,Male,32,Central,Beauty,1174.67,Gold,Online,0,5,0.781173856610691,0.5428733481036709
CUST1173,Female,54,South,Clothing,1103.19,Bronze,Card,0,4,-0.9663840692682004,0.07486130625002908
CUST1174,Female,38,South,Beauty,454.23,Gold,Online,0,7,0.26117680697450923,1.3186179262194737
CUST1175,Female,31,Central,Home,492.11,Bronze,Online,0,5,1.0232009733479865,-1.9297802318050268
CUST1176,Male,19,West,Electronics,1189.82,Gold,Card,0,5,-0.19998289855677934,-0.39719096651343244
CUST1177,Male,28,Central,Electronics,694.86,Gold,Card,0,1,-1.0291669107459331,1.5990545154786884
CUST1178,Male,68,West,Electronics,1097.57,Bronze,Cash,1,2,0.49681250713592134,0.5631984034673122
CUST1179,Male,56,Central,Clothing,226.24,Bronze,Online,0,5,-0.840981398986548,1.772606668314208
CUST1180,Male,55,Central,Clothing,1279.57,Gold,Cash,0,3,-0.40424559919722874,-1.2218070931634644
CUST1181,Male,51,North,Groceries,1067.77,Platinum,Online,0,2,0.2654626594957273,1.0721967159384873
CUST1182,Female,55,South,Electronics,1360.88,Silver,Online,0,4,1.3606760361077053,1.012224423453833
CUST1183,Male,67,Central,Home,202.9,Platinum,Cash,0,4,0.02655335379946882,-1.681728535328834
CUST1184,Male,51,Central,Beauty,891.56,Platinum,Online,0,4,0.022857509845123507,-0.29550228953308394
CUST1185,Male,35,East,Home,900.69,Bronze,Online,0,4,0.7375128936228513,-0.10652910519408315
CUST1186,Female,47,South,Beauty,533.42,Silver,Online,0,3,0.0503718966729968,-1.6195560287674056
CUST1187,Male,32,East,Electronics,690.41,Platinum,Card,0,7,0.635530199832898,-0.27460232652043887
CUST1188,Male,44,South,Electronics,61.78,Bronze,Cash,0,9,1.078533546062947,0.8731831407786059
CUST1189,Female,68,East,Electronics,1120.06,Platinum,Card,0,5,-0.3277371502679994,-0.39092305952474016
CUST1190,Male,51,Central,Clothing,826.24,Platinum,Cash,1,4,-3.2750106339134555,0.24213315567402635
CUST1191,Male,69,Central,Beauty,91.32,Bronze,Cash,0,2,-0.8179270935854663,0.24937028272765205
CUST1192,Male,55,North,Clothing,1022.73,Bronze,Online,1,2,1.208682010835303,-0.012143411138766203
CUST1193,Male,50,East,Clothing,702.84,Bronze,Cash,0,5,-0.033764781397654105,-0.7051820240254287
CUST1194,Male,41,West,Sports,56.52,Silver,Card,1,7,-0.33913027092789905,0.6588139748838979
CUST1195,Female,32,North,Home,1454.56,Platinum,Card,0,10,1.1667849932032077,-1.5870337615259915
CUST1196,Female,47,East,Home,1423.92,Bronze,Card,0,10,-0.1013249162298958,0.008588138508182646
CUST1197,Female,59,East,Groceries,771.79,Gold,Cash,0,9,-2.092533205749156,1.3854863405180886
CUST1198,Male,68,North,Clothing,145.04,Platinum,Card,0,7,-1.5053020610083434,-0.4473732498412154
CUST1199,Male,34,Central,Beauty,1133.16,Gold,Cash,0,5,0.4186480208169058,-0.7273212215022773
CUST1200,Male,22,East,Sports,740.44,Silver,Card,0,10,-0.0668909415947264,0.7255161387753777
CUST1201,Female,46,Central,Sports,457.16,Bronze,Card,0,10,1.454656478829222,0.16343176058713194
CUST1202,Male,21,North,Home,739.67,Gold,Cash,0,10,-0.7332686838041768,0.7454472820569326
CUST1203,Male,27,Central,Clothing,786.05,Silver,Card,0,6,-0.30950076200379456,0.038498485695272235
CUST1204,Female,34,South,Groceries,846.25,Bronze,Online,0,3,-0.8845030730600199,-2.3882924507511794
CUST1205,Male,27,West,Clothing,664.63,Gold,Cash,0,5,-0.5205941776804528,1.179913410425699
CUST1206,Female,34,East,Electronics,910.6,Gold,Cash,0,8,-1.8919039012536238,2.0700263824782756
CUST1207,Female,37,West,Clothing,1378.51,Silver,Cash,0,1,-0.3856846640505317,1.2840410068362866
CUST1208,Female,41,Central,Electronics,546.59,Bronze,Online,0,1,-0.05186886376990197,-3.5388577250697595
CUST1209,Male,22,East,Electronics,1089.95,Bronze,Cash,0,7,-0.13633084246568394,0.4510882125055664
CUST1210,Male,51,Central,Groceries,1342.21,Gold,Card,0,5,2.1495532637328094,-0.46674581057504627
CUST1211,Male,23,South,Beauty,686.69,Gold,Card,1,5,1.8334845771769812,-1.084243753611709
CUST1212,Male,19,North,Home,667.97,Gold,Card,0,1,-0.7508994709610854,0.122732161638273
CUST1213,Male,30,East,Clothing,905.16,Bronze,Cash,0,9,-2.043936694652596,-0.14894729489972075
CUST1214,Male,60,South,Electronics,889.15,Silver,Card,0,1,-0.0992003529315567,0.5086578042798411
CUST1215,Male,60,South,Clothing,1210.85,Silver,Cash,0,5,0.3765101381706205,0.05658018930545408
CUST1216,Female,65,East,Beauty,717.34,Bronze,Card,0,10,-0.8604840733828353,-1.120812106888977
CUST1217,Male,28,Central,Home,1494.2,Platinum,Online,0,9,-0.8109756339257229,-0.576601776742971
CUST1218,Female,68,South,Beauty,93.91,Silver,Online,0,4,1.5825549693125323,-0.7379585563250161
CUST1219,Male,64,West,Home,9.74,Gold,Online,0,8,-0.25755157114530397,-1.7164831767444462
CUST1220,Male,40,South,Sports,962.1,Platinum,Online,0,6,0.6622501856957386,-1.3716446439538834
CUST1221,Male,33,Central,Home,451.16,Platinum,Cash,0,3,-0.9303056978544451,-0.2110686698851942
CUST1222,Female,48,Central,Groceries,364.37,Silver,Card,0,4,-0.05694045872479299,1.423754075307279
CUST1223,Female,28,West,Beauty,471.29,Platinum,Online,0,2,-0.33633835363451275,-0.5355570796987947
CUST1224,Female,33,South,Electronics,387.79,Platinum,Cash,0,1,-0.675373238803288,-0.7574307747527896
CUST1225,Female,25,Central,Sports,51.03,Silver,Online,0,8,1.1553004115216927,-1.181286806672826
CUST1226,Male,21,East,Groceries,1457.44,Silver,Online,1,1,-1.388877009633014,0.03053649499535071
CUST1227,Female,57,North,Clothing,335.01,Platinum,Cash,0,1,0.30005682551128954,1.179259334610126
CUST1228,Male,21,North,Beauty,1102.37,Gold,Cash,0,4,-0.3551216554904988,2.0026827664085918
CUST1229,Male,42,North,Electronics,1145.08,Bronze,Card,0,10,0.41482448203587435,0.2853993767216869
CUST1230,Female,20,South,Home,1394.24,Platinum,Card,0,10,-0.3415766322183575,0.13999374263643455
CUST1231,Female,49,West,Electronics,50.67,Platinum,Online,0,6,0.8671930619189393,-0.5434731072535431
CUST1232,Female,20,Central,Clothing,1308.71,Gold,Online,0,9,-0.9397025982521517,-0.37656662149101117
CUST1233,Female,44,East,Sports,793.2,Platinum,Card,0,1,1.157553191675312,0.6291750910507029
CUST1234,Female,46,East,Sports,950.65,Platinum,Card,0,7,-0.028802694674421554,-0.31487533206307944
CUST1235,Female,49,South,Beauty,968.48,Bronze,Cash,0,10,-1.3285025290151236,-0.16228244716741405
CUST1236,Female,67,North,Sports,1230.6,Bronze,Card,1,5,0.6802154559028234,-0.025347274750424368
CUST1237,Female,68,South,Beauty,503.44,Bronze,Card,0,8,-0.19884974351765108,-0.5908281109074761
CUST1238,Male,36,West,Beauty,1100.91,Silver,Online,0,7,-1.7078379261395442,-0.07497925907755129
CUST1239,Female,38,West,Beauty,795.22,Silver,Card,0,4,0.3324680837588702,-2.0194061287908016
CUST1240,Female,22,Central,Home,1191.12,Bronze,Online,0,4,1.0065957152776999,0.5488358830184623
CUST1241,Male,35,Central,Groceries,1485.87,Bronze,Card,0,6,1.282135740360131,2.3517718389720548
CUST1242,Female,45,West,Beauty,304.97,Silver,Cash,0,6,-0.3783518825997664,-0.5520436151630664
CUST1243,Male,59,West,Beauty,1492.0,Gold,Card,0,9,0.14531805532573783,0.3738371450016698
CUST1244,Male,39,West,Groceries,139.27,Platinum,Card,0,5,0.05053634279291149,0.8515763202461846
CUST1245,Female,38,South,Electronics,8.46,Platinum,Card,0,8,1.4898026315713533,1.2802152727174614
CUST1246,Male,23,West,Beauty,71.02,Bronze,Online,0,5,-0.8104885823733168,-0.26432148874017936
CUST1247,Male,18,East,Home,515.96,Gold,Cash,0,2,-0.46465945220454163,-1.8033172536887192
CUST1248,Male,22,North,Sports,951.19,Silver,Card,1,6,-0.8347203094498064,0.26723195084876283
CUST1249,Male,58,West,Sports,108.2,Bronze,Online,0,9,-1.449150523112887,0.128628690654427
CUST1250,Female,29,North,Clothing,13.47,Gold,Cash,0,3,0.24778718105208195,-0.34566637467600275
CUST1251,Male,43,South,Clothing,1405.95,Gold,Online,0,1,1.6012983317775875,-0.13351212288434067
CUST1252,Female,63,North,Sports,1233.78,Gold,Online,0,1,-0.19848445851506097,0.14368044501773122
CUST1253,Male,51,South,Sports,1214.73,Silver,Cash,0,3,-0.8818966215431343,0.36176199210385035
CUST1254,Male,66,East,Home,1327.21,Silver,Card,0,10,0.18685970223206844,0.3198097102399178
CUST1255,Male,31,South,Groceries,1051.55,Platinum,Online,0,5,0.5891181787726557,-0.21768565950112867
CUST1256,Male,43,South,Clothing,161.08,Platinum,Online,0,3,-0.1563631374365723,0.38427883498595106
CUST1257,Female,62,Central,Groceries,601.65,Gold,Card,0,9,1.4035353319541772,-0.2850308482748619
CUST1258,Female,44,West,Home,1086.11,Gold,Card,0,8,-0.8123618942875219,0.6420255015353197
CUST1259,Male,26,West,Sports,424.1,Silver,Cash,0,3,-0.28696963651236274,-0.6274428354765009
CUST1260,Male,43,East,Beauty,1032.67,Platinum,Cash,0,9,0.29598790484296195,0.07305819214956248
CUST1261,Female,64,East,Groceries,41.63,Gold,Cash,0,6,0.39296375261782707,-1.6237385821172297
CUST1262,Male,39,West,Sports,462.68,Platinum,Card,0,7,0.04722809229816076,-0.36991046945714723
